Wall time,Step,Value
1777274763.734828,0,0.03701822832226753
1777274772.965583,1,0.02874581702053547
1777274782.0468988,2,0.038110919296741486
1777274791.154666,3,0.03677718713879585
1777274800.170673,4,0.039014484733343124
1777274809.555836,5,0.04040443152189255
1777274818.336577,6,0.04783446714282036
1777274827.325047,7,0.04056929796934128
1777274836.2160552,8,0.03915231674909592
1777274845.170615,9,0.04168104752898216
1777274854.604347,10,0.048724137246608734
1777274863.5968268,11,0.04300976172089577
1777274872.6792378,12,0.047323837876319885
1777274881.662385,13,0.047064851969480515
1777274890.7977831,14,0.04677032679319382
1777274899.646173,15,0.037722647190093994
1777274908.897444,16,0.04655715450644493
1777274917.633066,17,0.047944679856300354
1777274926.659015,18,0.04795919358730316
1777274935.953397,19,0.05126182734966278
1777274946.432346,20,0.04725063592195511
1777274955.66797,21,0.043635811656713486
1777274965.3013718,22,0.03918708488345146
1777274975.25475,23,0.04357708618044853
1777274985.525595,24,0.04462013766169548
1777274995.813917,25,0.049159787595272064
1777275006.510907,26,0.03898315131664276
1777275016.4452438,27,0.04547625407576561
1777275027.592213,28,0.04197152331471443
1777275037.9271731,29,0.04500221833586693
1777275049.162936,30,0.0483330599963665
1777275059.1866271,31,0.05062049627304077
1777275068.6106381,32,0.05231066420674324
1777275077.9253068,33,0.04744991287589073
1777275087.2481658,34,0.04340164735913277
1777275097.3852968,35,0.049184128642082214
1777275108.193316,36,0.04683617502450943
1777275118.3115342,37,0.03856129199266434
1777275127.7011042,38,0.04262647032737732
1777275137.700608,39,0.04767950251698494
1777275147.3464162,40,0.044294364750385284
1777275158.430592,41,0.04551587626338005
1777275167.699571,42,0.04548444598913193
1777275177.2134268,43,0.05479476973414421
1777275188.76985,44,0.05162870138883591
1777275198.161841,45,0.05136257782578468
1777275207.646282,46,0.048809513449668884
1777275216.9838028,47,0.03868585824966431
1777275226.435394,48,0.04834072291851044
1777275236.364495,49,0.04446268826723099
1777275247.1633952,50,0.046193379908800125
1777275256.827393,51,0.041502922773361206
1777275266.616856,52,0.04945140331983566
1777275276.2161999,53,0.052198626101017
1777275286.246197,54,0.05532072111964226
1777275296.891834,55,0.05801691114902496
1777275306.2648351,56,0.04938428848981857
1777275315.557765,57,0.04299161583185196
1777275324.915482,58,0.044926028698682785
1777275333.5277271,59,0.0413188636302948
1777275342.480407,60,0.05981148034334183
1777275351.078706,61,0.04905657470226288
1777275359.921283,62,0.04811844974756241
1777275369.275572,63,0.04465091973543167
1777275378.509988,64,0.05030818283557892
1777275388.235442,65,0.04809990152716637
1777275397.358825,66,0.051643334329128265
1777275407.3378088,67,0.04634012281894684
1777275416.6171122,68,0.043772127479314804
1777275425.779021,69,0.04810769110918045
1777275435.052265,70,0.04667649418115616
1777275444.168449,71,0.048888299614191055
1777275452.98311,72,0.04527457430958748
1777275461.9940531,73,0.056453414261341095
1777275471.1792588,74,0.04921743646264076
1777275480.249019,75,0.04986870288848877
1777275488.740371,76,0.04715247079730034
1777275497.974859,77,0.04972235485911369
1777275507.3741078,78,0.054092712700366974
1777275516.662868,79,0.047940630465745926
1777275525.35394,80,0.04819529131054878
1777275534.415531,81,0.04884466901421547
1777275544.430777,82,0.05220756679773331
1777275553.9217,83,0.05408118665218353
1777275563.5522418,84,0.043732672929763794
1777275572.731312,85,0.05074044317007065
1777275582.122798,86,0.04633403196930885
1777275590.970697,87,0.05225473269820213
1777275599.798949,88,0.05804436653852463
1777275608.725364,89,0.052137672901153564
1777275617.766091,90,0.05980416014790535
1777275626.7812932,91,0.06261464953422546
1777275636.172462,92,0.05422959104180336
1777275644.845669,93,0.054914139211177826
1777275654.214593,94,0.043939780443906784
1777275663.32769,95,0.06541882455348969
1777275672.288934,96,0.05000913143157959
1777275681.638674,97,0.05002798140048981
1777275691.288658,98,0.05270714685320854
1777275700.790269,99,0.04683718457818031
1777275709.848778,100,0.05279228836297989
1777275719.046714,101,0.05041567608714104
1777275727.542188,102,0.07593780010938644
1777275736.571209,103,0.07624998688697815
1777275745.609905,104,0.04945109784603119
1777275754.735692,105,0.059361331164836884
1777275763.1849852,106,0.053306758403778076
1777275771.786318,107,0.05921056494116783
1777275780.493954,108,0.05709175765514374
1777275789.670465,109,0.0547831691801548
1777275798.218596,110,0.06845234334468842
1777275806.8499389,111,0.053152669221162796
1777275815.306046,112,0.04591786861419678
1777275823.7951722,113,0.0649385154247284
1777275832.303741,114,0.058020029217004776
1777275841.3402188,115,0.05973880738019943
1777275850.5361578,116,0.060959022492170334
1777275859.376738,117,0.0649978369474411
1777275867.800568,118,0.0692426934838295
1777275876.658458,119,0.06905344873666763
