Wall time,Step,Value
1721941637.687599,0,0.5164811611175537
1721941915.414208,1,0.5334092378616333
1721942155.785819,2,0.5460163354873657
1721942353.676082,3,0.5513229370117188
1721942548.81941,4,0.5393211245536804
1721942742.9316404,5,0.5800570845603943
1721942939.9104517,6,0.5062874555587769
1721943136.9844608,7,0.5346107482910156
1721943333.5453618,8,0.5251526236534119
1721943526.2320478,9,0.5240514874458313
1721943718.069562,10,0.5376896858215332
1721943911.2525547,11,0.540701687335968
1721944106.0923688,12,0.5577822327613831
1721944300.418747,13,0.5392602682113647
1721944491.664744,14,0.5300394892692566
1721944681.2092226,15,0.5536556243896484
1721944876.4577086,16,0.5508286356925964
1721945072.813912,17,0.551342785358429
1721945268.5596857,18,0.5312817096710205
1721945459.9754593,19,0.5269330739974976
1721945653.0844045,20,0.6079152226448059
1721945845.4090097,21,0.5781940817832947
1721946043.5111773,22,0.5774688720703125
1721946238.120444,23,0.6228303909301758
1721946429.4388864,24,0.592872142791748
1721946621.5119705,25,0.5842332243919373
1721946814.1903808,26,0.5957695841789246
1721947009.9530263,27,0.5699962973594666
1721947204.9973369,28,0.5612214803695679
1721947396.463707,29,0.5858931541442871
1721947588.3179781,30,0.6115765571594238
1721947779.8823595,31,0.5530050992965698
1721947975.083708,32,0.6234346628189087
1721948169.542225,33,0.5899927616119385
1721948364.1178255,34,0.5963409543037415
1721948555.3719218,35,0.578136682510376
1721948746.0223396,36,0.5934651494026184
1721948939.9077547,37,0.5948750972747803
1721949135.037895,38,0.5649442672729492
1721949329.209538,39,0.6208212375640869
1721949522.4174802,40,0.5910007953643799
1721949714.0869415,41,0.6085780262947083
1721949908.2604823,42,0.6026077270507812
1721950103.7997274,43,0.5777722597122192
1721950300.180784,44,0.6005967855453491
1721950493.4983332,45,0.5874567031860352
1721950684.151533,46,0.622608482837677
1721950876.8719726,47,0.5818958282470703
1721951071.338466,48,0.6052509546279907
1721951265.9682884,49,0.5943368673324585
1721951456.576267,50,0.5969974994659424
1721951648.1677258,51,0.6140387654304504
1721951840.2457423,52,0.5994691848754883
1721952034.8611226,53,0.582322359085083
1721952227.4547765,54,0.5793472528457642
1721952417.8081312,55,0.5851961374282837
1721952614.4066238,56,0.6108545660972595
1721952806.7922273,57,0.6035051345825195
1721953002.3488274,58,0.5867553949356079
1721953198.3298578,59,0.6060402393341064
1721953391.3161712,60,0.6103896498680115
1721953585.7196944,61,0.6411138772964478
1721953777.315789,62,0.5962777137756348
1721953973.5580816,63,0.6041150093078613
1721954168.7976744,64,0.565516471862793
1721954363.893046,65,0.5825476050376892
1721954557.1643188,66,0.5943028926849365
1721954748.4068487,67,0.6185228228569031
1721954943.231947,68,0.5872399210929871
1721955137.7505934,69,0.5647192597389221
1721955332.1139143,70,0.5880098342895508
1721955525.4821334,71,0.6004666090011597
1721955716.4816139,72,0.5667793154716492
1721955910.2165542,73,0.6184946298599243
1721956104.1624174,74,0.5719079375267029
1721956298.0187595,75,0.6068814992904663
1721956489.8718214,76,0.5842859148979187
1721956681.3680863,77,0.6060203313827515
1721956873.388301,78,0.6037785410881042
1721957067.7569392,79,0.566949725151062
1721957261.420511,80,0.5942575335502625
1721957452.5285115,81,0.5922173261642456
1721957643.8583024,82,0.5696686506271362
1721957836.5747697,83,0.5674365162849426
1721958032.184312,84,0.5763418078422546
1721958227.4611657,85,0.6057929396629333
1721958420.1815827,86,0.5904819369316101
1721958612.4725418,87,0.6047388911247253
1721958804.7606225,88,0.6107571125030518
1721959001.3316088,89,0.5950937271118164
1721959196.822156,90,0.6397148966789246
1721959388.3439267,91,0.5998952984809875
1721959579.7025967,92,0.6429911851882935
1721959771.0865963,93,0.6010459661483765
1721959967.525429,94,0.60906982421875
1721960162.6766443,95,0.5977332592010498
1721960355.7450955,96,0.6109288334846497
1721960547.2749898,97,0.6126659512519836
1721960740.482861,98,0.5952417850494385
1721960935.197373,99,0.6123013496398926
1721961129.673595,100,0.6032741665840149
1721961325.9537473,101,0.5862187743186951
1721961518.0985684,102,0.6212208271026611
1721961709.2924845,103,0.5985898375511169
1721961902.836796,104,0.6303045153617859
1721962097.906501,105,0.6090514659881592
