Wall time,Step,Value
1777677401.820708,0,0.025005865842103958
1777677412.835755,1,0.040041372179985046
1777677423.709287,2,0.03187432140111923
1777677434.603532,3,0.04882047325372696
1777677445.051878,4,0.04329928755760193
1777677455.7668679,5,0.04295675456523895
1777677465.873442,6,0.04262328892946243
1777677476.587977,7,0.04490574076771736
1777677486.7639391,8,0.045802317559719086
1777677496.957123,9,0.04503018781542778
1777677507.4002922,10,0.044563259929418564
1777677517.2896209,11,0.04044860601425171
1777677527.80218,12,0.04872993007302284
1777677538.830231,13,0.04777389392256737
1777677548.448562,14,0.041277095675468445
1777677559.2653708,15,0.045539356768131256
1777677570.809085,16,0.04047408327460289
1777677582.2743092,17,0.044009730219841
1777677592.84377,18,0.044271014630794525
1777677603.809986,19,0.05000913143157959
1777677615.480636,20,0.04656577110290527
1777677626.71213,21,0.05026128143072128
1777677638.350194,22,0.051263999193906784
1777677649.850809,23,0.0483635812997818
1777677661.4262452,24,0.0542869046330452
1777677672.9853408,25,0.04955952614545822
1777677683.7024782,26,0.05048803985118866
1777677695.971668,27,0.056062810122966766
1777677708.130535,28,0.055845022201538086
1777677718.630694,29,0.06173126399517059
1777677729.602881,30,0.05337038263678551
1777677741.6028821,31,0.050914160907268524
1777677754.025314,32,0.05234648659825325
1777677765.5137658,33,0.04909437894821167
1777677776.9877682,34,0.05287476256489754
1777677788.8558688,35,0.048533640801906586
1777677800.0803788,36,0.06102367118000984
1777677811.8332129,37,0.05234157294034958
1777677822.532844,38,0.06448300927877426
1777677832.748867,39,0.050476763397455215
1777677843.305402,40,0.0678514838218689
1777677853.672974,41,0.045902714133262634
1777677864.373376,42,0.05509709194302559
1777677875.103213,43,0.060612160712480545
1777677885.995158,44,0.058835964649915695
1777677896.87919,45,0.051465824246406555
1777677907.846715,46,0.05384587123990059
1777677918.3839612,47,0.06008000671863556
1777677928.848096,48,0.044460002332925797
1777677939.608528,49,0.06307767331600189
1777677949.875673,50,0.05165155231952667
1777677960.202591,51,0.06075598672032356
1777677973.82431,52,0.0599910169839859
1777677984.6105971,53,0.05339325964450836
1777677994.6576798,54,0.05600625276565552
1777678005.487045,55,0.06367319077253342
1777678015.9341109,56,0.05785045400261879
1777678027.034881,57,0.06376323848962784
1777678037.950675,58,0.06152680143713951
1777678049.475811,59,0.06866093724966049
1777678060.7969952,60,0.056475620716810226
1777678071.921217,61,0.05785738676786423
1777678084.030485,62,0.06628093868494034
1777678095.3896031,63,0.06866206973791122
1777678106.6657941,64,0.055086396634578705
1777678118.6386611,65,0.06389305740594864
1777678130.314303,66,0.05733399838209152
1777678141.7398841,67,0.05341127887368202
1777678152.888443,68,0.06949290633201599
1777678163.810467,69,0.055144306272268295
1777678175.729047,70,0.06656309962272644
1777678188.254275,71,0.06062902510166168
1777678199.105244,72,0.06447380781173706
1777678209.976684,73,0.06373834609985352
1777678221.8174222,74,0.05684236064553261
1777678233.138666,75,0.06662625074386597
1777678244.122302,76,0.06535309553146362
1777678255.060678,77,0.05437640845775604
1777678266.3430982,78,0.06084257364273071
1777678276.15739,79,0.06924864649772644
1777678286.121702,80,0.06716219335794449
1777678296.555618,81,0.064219631254673
1777678306.767908,82,0.06609858572483063
1777678317.352245,83,0.060596246272325516
1777678328.512953,84,0.06801710277795792
1777678339.949167,85,0.06335733830928802
1777678350.35616,86,0.0831754133105278
1777678361.744426,87,0.06881988048553467
1777678372.848398,88,0.05786202475428581
1777678383.180806,89,0.07624218612909317
1777678393.478521,90,0.06344909965991974
1777678403.6968808,91,0.0700797513127327
1777678413.871659,92,0.060119133442640305
1777678424.2172549,93,0.06455180048942566
1777678434.660727,94,0.07210255414247513
1777678445.0833652,95,0.06569046527147293
1777678455.530354,96,0.06363976746797562
1777678465.778323,97,0.08015137165784836
1777678476.016455,98,0.07229580730199814
1777678486.0652092,99,0.06811580061912537
1777678496.256997,100,0.06532979011535645
1777678506.38984,101,0.06810900568962097
1777678516.801725,102,0.07046496868133545
1777678526.851843,103,0.07573635876178741
1777678538.050768,104,0.07501336932182312
1777678548.198156,105,0.07417266815900803
1777678558.467647,106,0.07095136493444443
1777678568.437664,107,0.06904978305101395
1777678577.468008,108,0.06913760304450989
1777678586.6555982,109,0.0636848509311676
1777678597.3409832,110,0.07379979640245438
1777678607.613695,111,0.06480202823877335
1777678617.465489,112,0.08202826976776123
1777678627.691923,113,0.06932917982339859
1777678637.0433059,114,0.07839184254407883
1777678646.802326,115,0.07112058997154236
1777678656.3666549,116,0.06964222341775894
1777678668.433744,117,0.07203324884176254
1777678679.889107,118,0.061348505318164825
1777678690.47311,119,0.07146111130714417
